pmcid,pmid,doi,year,journal,title,is_rct,pub_types,n_code,n_data,code_urls,data_urls,on_request_only,das
PMC10739244,38060283,10.2196/48845,2023,JMIR human factors,A Newly Developed Exergame-Based Telerehabilitation System for Older Adults: Usability and Technology Acceptance Study,False,"Clinical Trial Research Support, Non-U.S. Gov't research-article Multi",0,0,,,False,Data Availability Statement The raw data supporting the conclusions of this study will be made available by the authors without undue reservation to any qualified researcher upon request. The raw data supporting the conclusions of this study will be made available by the authors without undue reservation to any qualified researcher upon request. The raw data supporting the conclusions of this study will be made available by the authors without undue reservation to any qualified researcher upon request.
PMC10364168,37479505,10.1136/bmjopen-2023-073258,2023,BMJ open,Association between chiropractic spinal manipulation and gabapentin prescription in adults with radicular low back pain: retrospective cohort study using US data,False,"research-article Journal Article Research Support, N.I.H., Extramural",0,0,,,False,Data Availability Statement Data may be obtained from a third party and are not publicly available. Data were obtained in accordance with a use agreement with the TriNetX network which does not permit release or sharing. Individuals interested in gaining access to this network should contact TriNetX ( https://www.trinetx.com/ ). Data may be obtained from a third party and are not publicly available. Data were obtained in accordance with a use agreement with the TriNetX network which does not permit release or sharing. Individuals interested in gaining access to this network should contact TriNetX ( https://www.trinetx.com/ ). Data may be obtained from a third party and are not publicly available. Data were obtained in accordance with a use agreement with the TriNetX network which does not permit release or sharing. Individuals interested in gaining access to this network should contact TriNetX ( https://www.trinetx.com/ ).
PMC10111910,37019481,10.1136/bmjopen-2023-072832,2023,BMJ open,Factors predicting the transition from acute to persistent pain in people with 'sciatica': the FORECAST longitudinal prognostic factor cohort study protocol,False,"Research Support, Non-U.S. Gov't research-article Journal Article",0,0,,,False,
PMC11576564,39569024,10.12688/hrbopenres.13678.2,2023,HRB open research,"A study to explore the role of a low threshold, fitness focussed physical rehabilitation intervention with protein supplementation to target physical function and frailty in people with problematic su",False,other Journal Article,0,0,,,False,Data availability Data from this study will be available in open access form. Underlying data No data are associated with this article. Data from this study will be available in open access form.
PMC10284967,37202598,10.1007/s40520-023-02428-5,2023,Aging clinical and experimental research,Machine learning as an adjunct to expert observation in classification of radiographic knee osteoarthritis: findings from the Hertfordshire Cohort Study,False,research-article Journal Article,0,0,,,False,Data Availability Statement Hertfordshire Cohort Study data are accessible via collaboration. Initial enquires should be made to EMD. Potential collaborators will be sent a collaborators’ pack and asked to submit a detailed study proposal to the HCS Steering Group. Hertfordshire Cohort Study data are accessible via collaboration. Initial enquires should be made to EMD. Potential collaborators will be sent a collaborators’ pack and asked to submit a detailed study proposal to the HCS Steering Group. Hertfordshire Cohort Study data are accessible via collaboration. Initial enquires should be made to EMD. Potential collaborators will be sent a collaborators’ pack and asked to submit a detailed study proposal to the HCS Steering Group.
PMC10103503,37060049,10.1186/s12888-023-04757-1,2023,BMC psychiatry,Heart rate monitoring to detect acute pain in non-verbal patients: a study protocol for a randomized controlled clinical trial,False,"Clinical Trial Protocol Research Support, Non-U.S. Gov't research-arti",0,0,,,False,Availability of data and materials Not applicable.
PMC13044536,41937888,10.12688/f1000research.127948.2,2022,F1000Research,Comparison of the effects of therapeutic exercise with either an educational booklet or vitamin-D3 supplement in the management of chronic low back pain: study protocol for an assessor blinded multice,False,Clinical Trial Protocol other Journal Article,0,0,,,False,Data Availability Statement Underlying data No underlying data are associated with this article.
PMC9558767,36258943,10.7759/cureus.29084,2022,Cureus,Practical Measurement of Changes in Leg Length Discrepancy After a Myofascial Release on the Thoracolumbar Fascia in Patients With Acute Low Back Pain: A Pilot Study,False,research-article Journal Article,0,0,,,False,
PMC10400934,37547788,10.12688/f1000research.75667.1,2022,F1000Research,Care-seeking behaviour of adolescents with patellofemoral pain: a retrospective cohort study,False,research-article Journal Article,0,0,,,False,Data Availability Statement Underlying data Harvard Dataverse: [Data regarding adolescents with patellofemoral pain] https://doi.org/10.7910/DVN/GW3JKL 38 The project contains the following underlying data: - Clinical pathway data_anonymized_only english.xls (raw anonymized data from questionnaires)
PMC9975404,36875989,10.12688/f1000research.123955.2,2022,F1000Research,Physiotherapy interventions for head and trunk control in children with developmental disabilities: A scoping review protocol,False,research-article Journal Article,0,0,,,False,Data Availability Statement Underlying data No data are associated with this article.
